supplier_name,supplier_sku,supplier_product_name,target,host_species,reactivity,application,clone,conjugate,size,size_unit,price_usd,currency,availability_status,lead_time_days,datasheet_id,ruo_flag,description
CytoNova,CN-88588,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,122.83,USD,In Stock,8,GEN-31452,Y,Carrier free recombinant human IL-2
BioAxis,BA-34589,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,526.56,USD,In Stock,5,GEN-49594,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-50688,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,424.36,USD,In Stock,12,GEN-28391,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-36447,HeLa Cell Lysate,,,Human,WB,,,100,ug,110.01,USD,Discontinued,0,GEN-29707,Y,Whole cell lysate from HeLa line
BioAxis,BA-53978,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,386.12,USD,In Stock,6,GEN-43412,Y,PE conjugated variant for human samples
LabVeritas,LV-41438,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,173.37,USD,In Stock,5,GEN-56941,Y,Colorimetric protein quantification kit
BioAxis,BA-50266,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,499.20,USD,In Stock,5,GEN-68659,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-98529,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,434.32,USD,In Stock,6,GEN-65769,Y,PE conjugated variant for human samples
CytoNova,CN-82122,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,458.89,USD,Backorder,21,GEN-81053,N,Diagnostic use labeling under evaluation
BioAxis,BA-89859,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,466.30,USD,In Stock,6,GEN-26489,Y,PE conjugated variant for human samples
BioAxis,BA-17309,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,568.47,USD,In Stock,2,GEN-67373,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-53553,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,591.31,USD,In Stock,2,GEN-78234,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-63341,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,412.54,USD,In Stock,6,GEN-69226,Y,PE conjugated variant for human samples
CytoNova,CN-18788,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,636.06,USD,Backorder,21,GEN-41205,N,Diagnostic use labeling under evaluation
BioAxis,GEN-66607,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1777.82,USD,In Stock,7,GEN-29428,Y,"Same clone, larger pack size"
CytoNova,CN-22204,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,571.92,USD,Backorder,21,GEN-41256,N,Diagnostic use labeling under evaluation
CytoNova,CN-48992,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,572.13,USD,Backorder,21,GEN-89882,N,Diagnostic use labeling under evaluation
BioAxis,GEN-73081,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,2012.50,USD,In Stock,7,GEN-47825,Y,"Same clone, larger pack size"
CytoNova,CN-78693,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,172.53,USD,In Stock,8,GEN-54693,Y,Carrier free recombinant human IL-2
CytoNova,CN-33893,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,505.74,USD,In Stock,12,GEN-42499,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-51844,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,264.36,USD,Low Stock,9,GEN-27087,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-64423,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,479.64,USD,In Stock,6,GEN-72893,Y,PE conjugated variant for human samples
CytoNova,CN-51040,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,162.27,USD,In Stock,8,GEN-49726,Y,Carrier free recombinant human IL-2
BioAxis,GEN-93994,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1610.41,USD,In Stock,7,GEN-60516,Y,"Same clone, larger pack size"
ImmunoPeak,IP-61403,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,286.81,USD,Low Stock,9,GEN-80419,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-52845,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,130.60,USD,In Stock,8,GEN-32190,Y,Carrier free recombinant human IL-2
BioAxis,BA-15668,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,507.35,USD,In Stock,6,GEN-58215,Y,PE conjugated variant for human samples
ImmunoPeak,IP-40726,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,272.38,USD,Low Stock,9,GEN-25532,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-44001,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,501.31,USD,Backorder,21,GEN-83011,N,Diagnostic use labeling under evaluation
LabVeritas,LV-66766,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,186.19,USD,In Stock,5,GEN-52934,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-14808,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,320.99,USD,Low Stock,9,GEN-60750,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-63697,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,398.37,USD,In Stock,5,GEN-34124,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-64604,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,556.76,USD,In Stock,2,GEN-88123,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-69713,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,485.02,USD,In Stock,12,GEN-19937,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-41524,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,321.39,USD,In Stock,4,GEN-47600,Y,Flow cytometry reagent for whole blood
BioAxis,BA-38146,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,708.84,USD,In Stock,2,GEN-58594,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-70737,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,172.62,USD,In Stock,3,GEN-94779,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-41415,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,428.02,USD,In Stock,6,GEN-10809,Y,PE conjugated variant for human samples
ImmunoPeak,IP-11128,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,236.30,USD,Low Stock,9,GEN-17969,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-63716,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,512.00,USD,In Stock,5,GEN-22510,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-22286,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,236.28,USD,In Stock,3,GEN-28694,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-79990,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,368.40,USD,In Stock,4,GEN-57052,Y,Flow cytometry reagent for whole blood
BioAxis,GEN-97024,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1763.72,USD,In Stock,7,GEN-34512,Y,"Same clone, larger pack size"
CytoNova,CN-87728,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,614.73,USD,Backorder,21,GEN-40825,N,Diagnostic use labeling under evaluation
CytoNova,CN-38408,HeLa Cell Lysate,,,Human,WB,,,100,ug,108.88,USD,Discontinued,0,GEN-31577,Y,Whole cell lysate from HeLa line
CytoNova,CN-42646,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,623.47,USD,In Stock,12,GEN-69929,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-78685,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,316.40,USD,Low Stock,9,GEN-44318,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-63570,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,368.31,USD,In Stock,4,GEN-97791,Y,Flow cytometry reagent for whole blood
BioAxis,BA-44245,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,459.99,USD,In Stock,6,GEN-37102,Y,PE conjugated variant for human samples
BioAxis,BA-98260,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,397.09,USD,In Stock,6,GEN-61168,Y,PE conjugated variant for human samples
LabVeritas,LV-30932,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,204.50,USD,In Stock,5,GEN-26238,Y,Colorimetric protein quantification kit
CytoNova,CN-47756,HeLa Cell Lysate,,,Human,WB,,,100,ug,106.29,USD,Discontinued,0,GEN-89295,Y,Whole cell lysate from HeLa line
BioAxis,GEN-33740,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1592.76,USD,In Stock,7,GEN-89303,Y,"Same clone, larger pack size"
LabVeritas,LV-28229,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,199.72,USD,In Stock,5,GEN-51239,Y,Colorimetric protein quantification kit
BioAxis,BA-60232,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,445.90,USD,In Stock,5,GEN-96306,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-38010,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,543.23,USD,Backorder,21,GEN-23899,N,Diagnostic use labeling under evaluation
LabVeritas,LV-63524,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,170.27,USD,In Stock,5,GEN-38089,Y,Colorimetric protein quantification kit
LabVeritas,LV-68094,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,190.81,USD,In Stock,5,GEN-85679,Y,Colorimetric protein quantification kit
CytoNova,CN-14149,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,524.64,USD,Backorder,21,GEN-53389,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-98685,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,335.08,USD,Low Stock,9,GEN-82267,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-18112,HeLa Cell Lysate,,,Human,WB,,,100,ug,145.31,USD,Discontinued,0,GEN-35697,Y,Whole cell lysate from HeLa line
BioAxis,BA-21598,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,589.25,USD,In Stock,2,GEN-65836,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,GEN-93973,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1574.08,USD,In Stock,7,GEN-10821,Y,"Same clone, larger pack size"
BioAxis,BA-73804,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,520.76,USD,In Stock,6,GEN-67831,Y,PE conjugated variant for human samples
LabVeritas,LV-47687,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,244.79,USD,In Stock,3,GEN-11815,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-86925,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,116.53,USD,In Stock,8,GEN-82336,Y,Carrier free recombinant human IL-2
BioAxis,GEN-79439,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1457.62,USD,In Stock,7,GEN-74260,Y,"Same clone, larger pack size"
ImmunoPeak,IP-33425,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,263.30,USD,Low Stock,9,GEN-69612,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-24312,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,215.31,USD,In Stock,3,GEN-41093,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-45949,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,184.20,USD,In Stock,5,GEN-72105,Y,Colorimetric protein quantification kit
BioAxis,GEN-99646,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1731.35,USD,In Stock,7,GEN-36124,Y,"Same clone, larger pack size"
CytoNova,CN-64154,HeLa Cell Lysate,,,Human,WB,,,100,ug,146.09,USD,Discontinued,0,GEN-26645,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-77127,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,320.48,USD,In Stock,4,GEN-76365,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-51331,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,180.91,USD,In Stock,5,GEN-59695,Y,Colorimetric protein quantification kit
CytoNova,CN-58307,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,127.68,USD,In Stock,8,GEN-94599,Y,Carrier free recombinant human IL-2
LabVeritas,LV-62555,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,172.72,USD,In Stock,5,GEN-87449,Y,Colorimetric protein quantification kit
CytoNova,CN-79649,HeLa Cell Lysate,,,Human,WB,,,100,ug,102.77,USD,Discontinued,0,GEN-71043,Y,Whole cell lysate from HeLa line
BioAxis,BA-27748,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,698.58,USD,In Stock,2,GEN-26174,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-29263,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,446.42,USD,Backorder,21,GEN-37592,N,Diagnostic use labeling under evaluation
BioAxis,BA-42994,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,802.70,USD,In Stock,2,GEN-45949,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-37438,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,228.53,USD,In Stock,3,GEN-47212,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-80173,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1462.68,USD,In Stock,7,GEN-51641,Y,"Same clone, larger pack size"
LabVeritas,LV-53684,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,212.98,USD,In Stock,5,GEN-37876,Y,Colorimetric protein quantification kit
CytoNova,CN-78918,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,536.51,USD,Backorder,21,GEN-30572,N,Diagnostic use labeling under evaluation
LabVeritas,LV-25305,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,188.57,USD,In Stock,3,GEN-18979,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-43261,HeLa Cell Lysate,,,Human,WB,,,100,ug,114.93,USD,Discontinued,0,GEN-56984,Y,Whole cell lysate from HeLa line
BioAxis,GEN-89658,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1742.41,USD,In Stock,7,GEN-62245,Y,"Same clone, larger pack size"
LabVeritas,LV-92039,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,162.00,USD,In Stock,5,GEN-97908,Y,Colorimetric protein quantification kit
CytoNova,CN-83743,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,512.57,USD,In Stock,12,GEN-80440,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-52143,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,483.60,USD,In Stock,6,GEN-41672,Y,PE conjugated variant for human samples
CytoNova,CN-71128,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,655.96,USD,Backorder,21,GEN-62466,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-66277,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,277.44,USD,In Stock,4,GEN-28402,Y,Flow cytometry reagent for whole blood
BioAxis,BA-98250,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,396.53,USD,In Stock,6,GEN-86960,Y,PE conjugated variant for human samples
CytoNova,CN-21986,HeLa Cell Lysate,,,Human,WB,,,100,ug,104.41,USD,Discontinued,0,GEN-68258,Y,Whole cell lysate from HeLa line
BioAxis,BA-87788,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,630.61,USD,In Stock,2,GEN-28853,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-80426,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,448.60,USD,Backorder,21,GEN-54151,N,Diagnostic use labeling under evaluation
LabVeritas,LV-86165,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,197.85,USD,In Stock,5,GEN-75513,Y,Colorimetric protein quantification kit
LabVeritas,LV-22199,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,221.55,USD,In Stock,3,GEN-95351,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-58963,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1807.37,USD,In Stock,7,GEN-53845,Y,"Same clone, larger pack size"
BioAxis,BA-89115,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,719.27,USD,In Stock,2,GEN-49998,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-39351,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,182.38,USD,In Stock,3,GEN-54267,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-30965,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,168.99,USD,In Stock,5,GEN-23680,Y,Colorimetric protein quantification kit
LabVeritas,LV-49306,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,236.79,USD,In Stock,3,GEN-63590,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-93221,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,462.15,USD,Backorder,21,GEN-85099,N,Diagnostic use labeling under evaluation
CytoNova,CN-62940,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,498.47,USD,In Stock,12,GEN-33405,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-21124,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,365.38,USD,In Stock,4,GEN-38826,Y,Flow cytometry reagent for whole blood
CytoNova,CN-19447,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,441.59,USD,Backorder,21,GEN-53479,N,Diagnostic use labeling under evaluation
BioAxis,BA-53104,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,421.08,USD,In Stock,6,GEN-19773,Y,PE conjugated variant for human samples
ImmunoPeak,IP-79773,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,283.11,USD,Low Stock,9,GEN-27984,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-12824,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,437.40,USD,In Stock,6,GEN-70629,Y,PE conjugated variant for human samples
BioAxis,BA-50989,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,492.17,USD,In Stock,5,GEN-80697,Y,Validated for flow cytometry on human PBMC samples
BioAxis,GEN-33746,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1961.53,USD,In Stock,7,GEN-80223,Y,"Same clone, larger pack size"
LabVeritas,LV-69006,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,214.67,USD,In Stock,3,GEN-25289,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-13661,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,401.87,USD,In Stock,6,GEN-32714,Y,PE conjugated variant for human samples
CytoNova,CN-71473,HeLa Cell Lysate,,,Human,WB,,,100,ug,108.43,USD,Discontinued,0,GEN-93921,Y,Whole cell lysate from HeLa line
CytoNova,CN-82476,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,621.03,USD,In Stock,12,GEN-36884,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-89777,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,493.77,USD,Backorder,21,GEN-30870,N,Diagnostic use labeling under evaluation
BioAxis,GEN-89650,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1644.79,USD,In Stock,7,GEN-91825,Y,"Same clone, larger pack size"
BioAxis,GEN-47362,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1948.33,USD,In Stock,7,GEN-38661,Y,"Same clone, larger pack size"
CytoNova,CN-63130,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,511.64,USD,In Stock,12,GEN-14157,Y,Sandwich ELISA for serum and plasma
LabVeritas,LV-29264,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,203.89,USD,In Stock,3,GEN-55521,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-26359,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,325.54,USD,In Stock,4,GEN-17662,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-13691,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,176.59,USD,In Stock,3,GEN-27180,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-39421,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,465.77,USD,In Stock,12,GEN-94687,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-62434,HeLa Cell Lysate,,,Human,WB,,,100,ug,136.06,USD,Discontinued,0,GEN-71669,Y,Whole cell lysate from HeLa line
BioAxis,GEN-51773,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1925.99,USD,In Stock,7,GEN-95949,Y,"Same clone, larger pack size"
CytoNova,CN-98429,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,599.08,USD,In Stock,12,GEN-63173,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-47966,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,126.68,USD,In Stock,8,GEN-78116,Y,Carrier free recombinant human IL-2
BioAxis,GEN-18950,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1450.10,USD,In Stock,7,GEN-35803,Y,"Same clone, larger pack size"
CytoNova,CN-46294,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,474.95,USD,In Stock,12,GEN-92458,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-76683,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,562.70,USD,Backorder,21,GEN-23981,N,Diagnostic use labeling under evaluation
BioAxis,BA-37100,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,631.08,USD,In Stock,2,GEN-84009,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-87337,HeLa Cell Lysate,,,Human,WB,,,100,ug,102.38,USD,Discontinued,0,GEN-93980,Y,Whole cell lysate from HeLa line
BioAxis,BA-96038,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,791.93,USD,In Stock,2,GEN-44501,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,GEN-28905,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1552.83,USD,In Stock,7,GEN-45042,Y,"Same clone, larger pack size"
ImmunoPeak,IP-34062,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,373.23,USD,In Stock,4,GEN-35974,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-99227,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,196.50,USD,In Stock,5,GEN-24891,Y,Colorimetric protein quantification kit
BioAxis,BA-30209,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,449.47,USD,In Stock,5,GEN-74743,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-69394,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,591.61,USD,Backorder,21,GEN-74234,N,Diagnostic use labeling under evaluation
BioAxis,BA-39128,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,389.21,USD,In Stock,5,GEN-55364,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-45106,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,423.31,USD,In Stock,6,GEN-53587,Y,PE conjugated variant for human samples
BioAxis,BA-36254,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,533.45,USD,In Stock,6,GEN-81296,Y,PE conjugated variant for human samples
CytoNova,CN-66742,HeLa Cell Lysate,,,Human,WB,,,100,ug,149.10,USD,Discontinued,0,GEN-19504,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-61307,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,356.87,USD,In Stock,4,GEN-59832,Y,Flow cytometry reagent for whole blood
CytoNova,CN-64855,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,501.00,USD,In Stock,12,GEN-65707,Y,Sandwich ELISA for serum and plasma
