vendor,product_code,product_title_local,product_title_english,anwendung,spezies,zielprotein,packung,preis_eur,waehrung,lagerstatus,beschreibung,ce_ivd,research_only,country_market
EuroLab,EL-70536,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
EuroLab,EL-61714,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-58938,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
NordAssay,NA-69750,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
NordAssay,NA-12692,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
EuroLab,EL-98599,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-21845,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
BioGnostics,BG-85144,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
EuroLab,EL-71599,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
NordAssay,NA-23666,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
BioGnostics,BG-37539,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
EuroLab,EL-35446,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
NordAssay,NA-18665,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
EuroLab,EL-33093,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
EuroLab,EL-90616,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
EuroLab,EL-24982,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
NordAssay,NA-93325,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
NordAssay,NA-11994,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
NordAssay,NA-52845,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
EuroLab,EL-46089,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
NordAssay,NA-10618,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
EuroLab,EL-25741,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
EuroLab,EL-65773,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
EuroLab,EL-81402,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
EuroLab,EL-35492,CD3 Antikorper FITC,Anti-CD3 FITC Antibody,Cytometrie en flux,Homme,CD3,"0,1 mL","299,00",EUR,Lagernd,"Klon UCHT1, fur Vollblut",N,Y,FR
BioGnostics,BG-36696,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
NordAssay,NA-44605,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
NordAssay,NA-50858,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
EuroLab,EL-24629,CD3 Antikorper FITC,Anti-CD3 FITC Antibody,Cytometrie en flux,Homme,CD3,"0,1 mL","299,00",EUR,Lagernd,"Klon UCHT1, fur Vollblut",N,Y,FR
BioGnostics,BG-30121,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
NordAssay,NA-99196,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
NordAssay,NA-24142,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
BioGnostics,BG-29955,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
EuroLab,EL-46143,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
EuroLab,EL-13100,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
NordAssay,NA-76718,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
BioGnostics,BG-87364,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
EuroLab,EL-17050,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
NordAssay,NA-46016,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
BioGnostics,BG-65651,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
EuroLab,EL-96149,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-29470,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
BioGnostics,BG-38225,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
BioGnostics,BG-41480,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
NordAssay,NA-52900,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
EuroLab,EL-30663,CD3 Antikorper FITC,Anti-CD3 FITC Antibody,Cytometrie en flux,Homme,CD3,"0,1 mL","299,00",EUR,Lagernd,"Klon UCHT1, fur Vollblut",N,Y,FR
NordAssay,NA-27179,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
NordAssay,NA-59346,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
NordAssay,NA-30598,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
EuroLab,EL-63772,CD3 Antikorper FITC,Anti-CD3 FITC Antibody,Cytometrie en flux,Homme,CD3,"0,1 mL","299,00",EUR,Lagernd,"Klon UCHT1, fur Vollblut",N,Y,FR
NordAssay,NA-98070,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
EuroLab,EL-74951,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
NordAssay,NA-56824,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
EuroLab,EL-99501,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
BioGnostics,BG-90366,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
NordAssay,NA-30568,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
BioGnostics,BG-42905,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
EuroLab,EL-98220,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
EuroLab,EL-66066,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
BioGnostics,BG-76979,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
EuroLab,EL-83460,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
BioGnostics,BG-34449,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
NordAssay,NA-35281,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
NordAssay,NA-37460,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
BioGnostics,BG-57244,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
EuroLab,EL-28992,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-98673,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
NordAssay,NA-75881,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
NordAssay,NA-26063,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
EuroLab,EL-35478,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
EuroLab,EL-76511,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-43917,CD3 Antikorper FITC,Anti-CD3 FITC Antibody,Cytometrie en flux,Homme,CD3,"0,1 mL","299,00",EUR,Lagernd,"Klon UCHT1, fur Vollblut",N,Y,FR
EuroLab,EL-29109,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
NordAssay,NA-39539,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
BioGnostics,BG-84643,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
NordAssay,NA-71342,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
EuroLab,EL-48849,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
NordAssay,NA-65530,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
BioGnostics,BG-26333,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
EuroLab,EL-42289,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
EuroLab,EL-74066,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-25223,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-79034,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
NordAssay,NA-49194,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
NordAssay,NA-76840,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
BioGnostics,BG-84638,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
NordAssay,NA-50486,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
EuroLab,EL-34850,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-59227,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
BioGnostics,BG-71407,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
EuroLab,EL-26881,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
BioGnostics,BG-72438,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
EuroLab,EL-31879,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
NordAssay,NA-36946,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
NordAssay,NA-48004,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
EuroLab,EL-84286,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
EuroLab,EL-10792,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
BioGnostics,BG-60201,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
NordAssay,NA-90784,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
EuroLab,EL-45112,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
EuroLab,EL-50188,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
BioGnostics,BG-99352,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
EuroLab,EL-63908,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
BioGnostics,BG-88106,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
BioGnostics,BG-75807,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
BioGnostics,BG-65331,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
EuroLab,EL-28282,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-89860,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
EuroLab,EL-18993,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-64437,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
NordAssay,NA-35731,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
EuroLab,EL-45635,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
NordAssay,NA-88422,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
NordAssay,NA-13514,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
EuroLab,EL-45648,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
EuroLab,EL-91606,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
NordAssay,NA-97054,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
NordAssay,NA-56874,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
EuroLab,EL-78925,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
NordAssay,NA-50508,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
BioGnostics,BG-10461,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
EuroLab,EL-62196,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
NordAssay,NA-20096,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
NordAssay,NA-47944,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
EuroLab,EL-64111,CD3 Antikorper FITC,Anti-CD3 FITC Antibody,Cytometrie en flux,Homme,CD3,"0,1 mL","299,00",EUR,Lagernd,"Klon UCHT1, fur Vollblut",N,Y,FR
NordAssay,NA-16178,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
NordAssay,NA-25715,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
NordAssay,NA-72587,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
EuroLab,EL-98670,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
BioGnostics,BG-78436,BCA Protein Assay Kit,BCA Protein Assay Kit,Proteinbestimmung,,,500 Tests,"175,00",EUR,Lagernd,Colorimetrische Bestimmung,N,Y,DE
EuroLab,EL-23883,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
NordAssay,NA-51998,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
NordAssay,NA-48222,IL-6 ELISA Kit,IL-6 ELISA Kit,ELISA,Human,IL6,96 Tests,"520,00",EUR,2 Wochen,Sandwich ELISA fur Serum und Plasma,N,Y,DE
NordAssay,NA-12864,Rekombinantes humanes IL-2,Recombinant Human IL-2,Cell culture,Human,IL-2,10 ug,"132,00",EUR,Lagernd,Carrier-free protein,N,Y,DE
NordAssay,NA-94096,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
EuroLab,EL-69890,Anti-CD20 Antikorper PE,Anti-CD20 Antibody PE,FACS,Human,CD20,100ul,"402,00",EUR,Lagernd,PE konjugiert fur Flow Cytometry,N,Y,DE
EuroLab,EL-16100,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
EuroLab,EL-48165,CD3 Antikorper FITC,Anti-CD3 FITC Antibody,Cytometrie en flux,Homme,CD3,"0,1 mL","299,00",EUR,Lagernd,"Klon UCHT1, fur Vollblut",N,Y,FR
BioGnostics,BG-49857,GAPDH Antikorper,Anti-GAPDH Antibody,Western Blot,"Human, Maus",GAPDH,100 uL,"199,00",EUR,Lagernd,Kaninchen polyklonal,N,Y,DE
EuroLab,EL-20999,Anti-CD20 Antikorper,Anti-CD20 Antibody,Durchflusszytometrie,Mensch,,100 uL,"389,50",EUR,Lagernd,"Fur humane Proben validiert, Klon 2H7, FITC",N,Y,DE
EuroLab,EL-65337,PBMC kryokonserviert,Human PBMC Cryopreserved,Cell Assay,Human,,10 Vials,"640,00",EUR,3 Wochen,Gesunder Spender,N,Y,DE
NordAssay,NA-28729,TNF-alpha ELISA Kit,TNF alpha ELISA Kit,ELISA,Human,TNF-alpha,1 x 96 wells,"495,00",EUR,1 Woche,"Geeignet fur Serum, Plasma",N,Y,DE
EuroLab,EL-28610,HeLa Zelllysat,HeLa Cell Lysate,WB,Human,,100 ug,"119,00",EUR,Abgekundigt,Gesamtzelllysat aus HeLa,N,Y,DE
